	49	6417	81	155	1	57	2	80	4	85	1	83	4	108	5	109	5	110	5	111	5	0	"Wing406"         //Summoner
	50	6418	81	155	1	63	2	80	4	85	1	83	4	108	5	109	5	110	5	111	5	1	"Wing407"         //Rage Fighter
	51	6424	2	121	1	87	2	80	4	85	1	83	4	108	5	109	5	110	5	111	5	1	"Wing280"         //Dark Lord Rage Fighter
	52	6425	3	133	1	70	2	80	4	85	1	83	4	108	5	109	5	110	5	111	5	0	"Wing281"         //Knight Magic
	53	6426	3	135	1	71	2	80	4	85	1	83	4	108	5	109	5	110	5	111	5	0	"Wing282"         //Wizard Magic Sum
	54	6427	3	135	1	71	2	80	4	85	1	83	4	108	5	109	5	110	5	111	5	0	"Wing283"         //Elf
	55	6428	3	171	0	29	0	80	4	85	1	83	4	108	5	109	5	110	5	111	5	0	"ConquerorWing"         //All
	56	6429	3	160	0	40	0	80	4	85	1	83	4	108	5	109	5	110	5	111	5	1	"Wing285"         //All
	57	6430	29	165	0	35	0	80	4	85	1	83	4	108	5	109	5	110	5	111	5	0	"WingsOfPower"         //All
	58	6431	4	139	1	61	2	80	4	85	1	83	4	108	5	109	5	110	5	111	5	0	"Wing52"         //Sum Elf
	59	6432	82	155	1	57	2	80	4	85	1	83	4	108	5	109	5	110	5	111	5	0	"Wing53"         //Sum Elf
	60	6433	4	139	1	61	2	80	4	85	1	83	4	108	5	109	5	110	5	111	5	0	"Wing54"         //All
	61	6434	82	155	1	57	2	80	4	85	1	83	4	108	5	109	5	110	5	111	5	0	"Wing55"         //All
	62	6435	2	120	1	90	2	80	4	85	1	83	4	108	5	109	5	110	5	111	5	1	"Cloakoflimite"         //All
	63	6436	4	139	1	61	2	80	4	85	1	83	4	108	5	109	5	110	5	111	5	1	"WingGL"         //All
	64	6437	79	155	1	57	2	80	4	85	1	83	4	108	5	109	5	110	5	111	5	1	"Wing408"         //All
	65	6438	4	139	1	61	2	80	4	85	1	83	4	108	5	109	5	110	5	111	5	0	"GuncrasherWing3rd"         //All
	66	6439	81	155	1	57	2	80	4	85	1	83	4	108	5	109	5	110	5	111	5	0	"GuncrasherWing4th"         //All
	67	6440	81	155	1	57	2	80	4	85	1	83	4	108	5	109	5	110	5	111	5	0	"ManaBurstWingNH"         //All
	68	6441	4	139	1	61	2	80	4	85	1	83	4	108	5	109	5	110	5	111	5	0	"SpiritualWorldWing_"         //All
	69	6442	3	112	1	88	2	80	4	85	1	83	4	108	5	109	5	110	5	111	5	1	"NHCAPE06"         //All
	70	6443	2	132	1	75	2	80	4	85	1	83	4	108	5	109	5	110	5	111	5	1	"NHCAPE01"         //All
	71	6444	4	139	1	61	2	80	4	85	1	83	4	108	5	109	5	110	5	111	5	1	"NHCAPE08"         //All
	72	6445	79	155	1	57	2	80	4	85	1	83	4	108	5	109	5	110	5	111	5	1	"NHCAPE07"         //All
	73	6446	3	112	1	88	2	80	4	85	1	83	4	108	5	109	5	110	5	111	5	1	"NHCAPE05"         //All
	74	6447	2	132	1	75	2	80	4	85	1	83	4	108	5	109	5	110	5	111	5	1	"NHCAPE02"         //All
	75	6448	4	139	1	61	2	80	4	85	1	83	4	108	5	109	5	110	5	111	5	1	"NHCAPE03"         //All
	76	6449	79	155	1	57	2	80	4	85	1	83	4	108	5	109	5	110	5	111	5	1	"NHCAPE04"
	77	6450	171	155	1	57	2	80	4	85	1	83	4	108	5	109	5	110	5	111	5	0	"Wing188"         //Wizard
	78	6451	171	155	1	57	2	80	4	85	1	83	4	108	5	109	5	110	5	111	5	0	"Wing189"         //Knight
	79	6452	171	155	1	57	2	80	4	85	1	83	4	108	5	109	5	110	5	111	5	0	"Wing190"         //Elf
	80	6453	171	155	1	57	2	80	4	85	1	83	4	108	5	109	5	110	5	111	5	0	"Wing191"         //Magic Gladiator
	81	6454	171	155	1	63	2	80	4	85	1	83	4	108	5	109	5	110	5	111	5	1	"Wing192"         //Dark Lord
	82	6455	171	155	1	57	2	80	4	85	1	83	4	108	5	109	5	110	5	111	5	0	"Wing193"         //Summoner
	83	6456	171	155	1	63	2	80	4	85	1	83	4	108	5	109	5	110	5	111	5	1	"Wing194"         //Rage Fighter
//--- Habbit Wing (12,313): estaba en el servidor y faltaba en el cliente ---
84	6457	171	155	1	63	2	80	4	85	1	83	4	108	5	109	5	110	5	111	5	0	"wing313"	//Habbit Wing
end
